군산시립도서관(자료열람실),전라북도 군산시 축동로 72,35.96608858,126.7113646,063-454-5620,http://lib.gunsan.go.kr,매주 월요일 및 국가지정 공휴일(일요일 운영시간 토요일과 동일),9:00,22:00,9:00,18:00,0:00,0:00,166584,5,14,330
군산시립도서관(학습실),전라북도 군산시 축동로 72,35.96608858,126.7113646,063-454-5620,http://lib.gunsan.go.kr,"명절, 선거일",7:00,22:00,7:00,23:00,7:00,23:00,0,0,0,462
조치원읍도서관,세종특별자치시 전의면 동신길10,36.67989228,127.2085989,044-301-5092,https://www.smalllibrary.org/library/detail/3239184,매주월요일+일요일+공휴일,10:00,18:00,9:00,13:00,0:00,0:00,7657,5,14,10
전의도래샘작은도서관,세종특별자치시 조치원읍 신흥샛터3길3,36.59737886,127.2941559,044-301-5861,https://www.smalllibrary.org/library/detail/1048936,매주월요일+일요일+공휴일,10:00,18:00,9:00,13:00,0:00,0:00,13271,5,14,10
연동면작은도서관,세종특별자치시 연동면 장욱진로7,36.5553423,127.3273282,044-301-5318,https://www.smalllibrary.org/library/detail/3003376,매주월요일+일요일+공휴일,10:00,18:00,9:00,13:00,0:00,0:00,1901,5,14,10
조치원어린이도서관,세종특별자치시 조치원읍 대첩로76,36.59559526,127.2877181,044-715-5570,https://www.smalllibrary.org/library/detail/1611430,매주월요일+일요일+공휴일,10:00,18:00,9:00,13:00,0:00,0:00,10182,5,14,10
싱싱도서관,세종특별자치시 새롬로 20,36.4868083,127.2561142,044-865-1361,https://www.smalllibrary.org/library/detail/3284895,매주월요일+일요일+공휴일,10:00,18:00,9:00,13:00,0:00,0:00,1343,5,14,10
대구학생문화센터 도서실,대구광역시 달서구 용산로 181,35.85302346,128.5295222,053-231-1291,http://www.dge.go.kr/dccs,토+일+공휴일,9:00,18:00,0:00,0:00,0:00,0:00,91663,10,15,70
중앙도서관,경기도 양평군 양평읍 양근로 240-9,37.48591089,127.494309,031-770-2730,http://www.yplib.go.kr,"새해첫날,설,추석연휴 및 대체공휴일",9:00,22:00,9:00,18:00,9:00,18:00,157363,7,14,280
어린이도서관,경기도 양평군 양평읍 양근로 240-9,37.48591089,127.4943424,031-770-2734,http://www.yplib.go.kr,매주월/공휴일,9:00,18:00,9:00,18:00,0:00,0:00,66345,7,14,108
양서친환경도서관,경기도 양평군 양서면 양수로 110,37.5425053,127.3233071,031-770-2596,http://www.yplib.go.kr,"새해첫날,설,추석연휴 및 대체공휴일",9:00,22:00,9:00,18:00,9:00,18:00,76944,7,14,293
용문도서관,경기도 양평군 용문면 용문로 395,37.48716841,127.5962168,031-770-2710,http://www.yplib.go.kr,"새해첫날,설,추석연휴 및 대체공휴일",9:00,22:00,9:00,18:00,9:00,18:00,86230,7,14,264
지평도서관,경기도 양평군 지평면 지평의병로116번길 5,37.47363598,127.6385713,031-770-2561,http://www.yplib.go.kr,"새해첫날,설,추석연휴 및 대체공휴일",9:00,20:00,9:00,18:00,9:00,18:00,42106,7,14,162
양동도서관,경기도 양평군 양동면 학둔지아래길 93,37.41919108,127.7546882,031-770-2571,http://www.yplib.go.kr,"새해첫날,설,추석연휴 및 대체공휴일",9:00,20:00,9:00,18:00,9:00,18:00,42178,7,14,173
강상작은도서관,경기도 양평군 강상면 송학길 60,37.480695,127.478067,031-775-7483,http://www.yplib.go.kr,"매주일,월/공휴일",9:00,18:00,9:00,18:00,0:00,0:00,8848,7,14,36
강하작은도서관,경기도 양평군 강하면 운심길 47,37.49617652,127.4112172,031-771-4302,http://www.yplib.go.kr,"매주일,월/공휴일",9:00,18:00,9:00,18:00,0:00,0:00,11343,7,14,48
고읍내작은도서관,경기도 양평군 옥천면 옥천길 21,37.51810619,127.4560503,031-771-5703,http://www.yplib.go.kr,"매주일,월/공휴일",9:00,18:00,9:00,18:00,0:00,0:00,7777,7,14,66
서종작은도서관,경기도 양평군 서종면 북한강로 777,37.60658353,127.3487122,031-775-8258,http://www.yplib.go.kr,"매주일,월/공휴일",9:00,18:00,9:00,18:00,0:00,0:00,18004,7,14,54
청운작은도서관,경기도 양평군 청운면 용두민속장터길 2,37.553631,127.708314,031-775-0552,http://www.yplib.go.kr,"매주일,월/공휴일",13:00,18:00,13:00,18:00,0:00,0:00,8237,7,14,20
개군작은도서관,경기도 양평군 개군면 추읍로 37,37.42821683,127.5422415,031-771-5624,http://www.yplib.go.kr,"매주일,월/공휴일",13:00,18:00,13:00,18:00,0:00,0:00,6871,7,14,41
단월작은도서관,경기도 양평군 단월면 보룡길 82,37.540818,127.6735088,031-771-0634,http://www.yplib.go.kr,"매주일,월/공휴일",13:00,18:00,13:00,18:00,0:00,0:00,3903,7,14,48
세미원작은도서관,경기도 양평군 양서면 양수로 93,37.54093938,127.3239611,031-775-1835,http://www.yplib.go.kr,매주 월요일,9:00,18:00,9:00,18:00,9:00,18:00,1256,7,14,55
중앙도서관,울산광역시 북구 두부곡 1길 9(연암동),35.58419071,129.3672866,052-241-7407,https://usbl.bukgu.ulsan.kr,매주월요일+법정공휴일,9:00,22:00,9:00,18:00,0:00,0:00,119726,30,14,447
염포양정도서관,울산광역시 북구 염포로 685-1(염포동),35.5318826,129.3939096,052-241-7450,https://usbl.bukgu.ulsan.kr,매주월요일+법정공휴일,9:00,22:00,9:00,18:00,0:00,0:00,53795,30,14,124
명촌어린이도서관,"울산광역시 북구 명촌12길 11, 4층(명촌동)",35.55514051,129.3553039,052-241-7460,https://usbl.bukgu.ulsan.kr,매주월요일+법정공휴일,9:00,21:00,9:00,18:00,0:00,0:00,28150,30,14,122
매곡도서관,울산광역시 북구 매곡로 138-19 (매곡동),35.64650566,129.3588981,052-241-7470,https://usbl.bukgu.ulsan.kr,매주월요일+법정공휴일,9:00,22:00,9:00,18:00,0:00,0:00,49111,30,14,220
기적의도서관,울산광역시 북구 이화5길 29-13(중산동),35.66216258,129.3365171,052-241-7420,https://usbl.bukgu.ulsan.kr,매주월요일+법정공휴일,9:00,20:00,9:00,18:00,0:00,0:00,51817,30,14,172
농소1동도서관,울산광역시 북구 동대 15길 27 (호계동),35.6291873,129.3545038,052-241-7430,https://usbl.bukgu.ulsan.kr,매주월요일+법정공휴일,9:00,22:00,9:00,18:00,0:00,0:00,54068,30,14,188
농소3동도서관,울산광역시 북구 아진1로 47(천곡동),35.6330929,129.3355864,052-241-7440,https://usbl.bukgu.ulsan.kr,매주월요일+법정공휴일,9:00,22:00,9:00,18:00,0:00,0:00,54976,30,14,256
연천도서관,경기도 연천군 연천읍 차현로 76-7,38.0981105,127.0766844,031-839-4404,http://library.yeoncheon.go.kr,매주월요일+국가지정공휴일,9:00,23:00,9:00,23:00,9:00,23:00,73859,10,14,84
상록어린이도서관,경기도 안산시 상록구 구룡체육관로 45(일동),37.30732706,126.8620316,031-481-2671,http://lib.iansan.net,매주금요일+국가지정공휴일,9:00,18:00,9:00,18:00,0:00,0:00,123557,10,14,441
중화어린이도서관,서울특별시 중랑구 중랑역로3길 28 (중화동),37.595004,127.0748925,02-494-1846,http://www.jungnanglib.seoul.kr/jhklib,일+법정공휴일+근로자의날(5월1일)+임시휴관일,9:00,18:00,10:00,17:00,0:00,0:00,25150,7,14,50
양원숲속도서관,서울특별시 중랑구 송림길 172 (망우동),37.606825,127.110697,02-432-0710,http://www.jungnanglib.seoul.kr/ywlib/,월+법정공휴일(일요일 제외)+근로자의 날(5월 1일)+임시휴관일,9:00,18:00,9:00,17:00,0:00,0:00,39337,7,14,248
중랑상봉도서관,서울특별시 중랑구 동일로114길 10 (상봉동),37.59289195,127.0808518,02-2209-0090,http://www.jungnanglib.seoul.kr/sblib/,월+법정공휴일(일요일 제외)+근로자의 날(5월 1일)+임시휴관일,9:00,20:00,9:00,17:00,0:00,0:00,44683,7,14,268
가수원도서관,대전광역시 서구 가수원로 91-11,36.301633,127.3489232,042-288-4770,http://www.seogu.go.kr/learning/gasuwonlib/index.do,매주월요일 및 국가지정공휴일,7:00,22:00,7:00,18:00,7:00,18:00,165038,10,14,372
둔산도서관,대전광역시 서구 청사로 263,36.360054,127.3931883,042-288-4800,http://www.seogu.go.kr/learning/dunsanlib/index.do,매주월요일 및 국가지정공휴일,7:00,22:00,7:00,18:00,7:00,18:00,143116,10,14,160
어린이도서관,대전광역시 서구 정림동로 25,36.30504773,127.3684557,042-288-4830,http://www.seogu.go.kr/learning/childlib/index.do,매주금요일 및 국가지정공휴일,9:00,18:00,9:00,18:00,9:00,18:00,65915,10,14,150
갈마도서관,대전광역시 서구 신갈마로127번길 138,36.3408346,127.3656951,042-288-4740,http://www.seogu.go.kr/learning/galmalib/index.do,매주월요일 및 국가지정공휴일,7:00,22:00,7:00,18:00,7:00,18:00,217011,10,14,308
해솔도서관,경기도 파주시 해솔로 34(목동동),37.72668889,126.7481281,031-940-5141,https://lib.paju.go.kr/hslib,1+3+5월요일,9:00,22:00,9:00,18:00,9:00,18:00,84307,7,14,100
월평도서관,대전광역시 서구 한밭대로 664(갈마동),36.35708549,127.3721704,042-288-4870,http://www.seogu.go.kr/learning/wolpyeonglib/index.do,매주금요일 및 국가지정공휴일,7:00,22:00,7:00,18:00,7:00,18:00,74630,10,14,530
영암도서관,전라남도 영암군 영암읍 교동로 89-5,34.7979979,126.6936464,061-470-6804,https://www.yeongam.go.kr/home/library,국경일+명절연휴+개관기념일(12월 14일)+휴관이 필요한 경우,8:00,22:00,8:00,22:00,8:00,22:00,155209,3,717,622
조리도서관,경기도 파주시 조리읍 내산길 29,37.74752882,126.8066242,031-944-2945,https://lib.paju.go.kr/jrlib,매주 월요일,9:00,18:00,9:00,18:00,9:00,18:00,43341,7,14,133
솔빛도서관,경기도 파주시 시청로 194(아동동),37.7714159,126.778354,031-944-8211,https://lib.paju.go.kr/gclib3,매주 월요일,9:00,18:00,9:00,18:00,9:00,18:00,55587,7,14,131
물푸레도서관,경기도 파주시 청석로 360(다율동),37.734088,126.7202412,031-944-5951,https://lib.paju.go.kr/mplib,매주 월요일,9:00,18:00,9:00,18:00,9:00,18:00,47947,7,14,125
탄현도서관,경기도 파주시 탄현면 방촌로649번길 24-7,37.80245922,126.7161227,031-940-8457,https://lib.paju.go.kr/thlib,매주 월요일,9:00,18:00,9:00,18:00,9:00,18:00,18870,7,14,66
파평도서관,경기도 파주시 파평면 청송로 189-21 3층,37.9218823,126.8376036,031-940-5996,https://lib.paju.go.kr/pplib,매주 월요일,9:00,18:00,9:00,18:00,9:00,18:00,12033,7,14,39
한울도서관,경기도 파주시 교하로 239,37.7171145,126.7436283,031-940-5007,https://lib.paju.go.kr/hulib,매주 금요일,9:00,22:00,9:00,18:00,9:00,18:00,68124,7,14,219
월롱도서관,경기도 파주시 월롱면 엘지로17,37.79927551,126.789213,031-940-8570,https://lib.paju.go.kr/wllib,메주 월요일,9:00,18:00,9:00,18:00,9:00,18:00,11887,7,14,58
술이홀도서관,경기도 파주시 파주읍 술이홀로 295 3층,37.83074471,126.819981,031-940-5082,https://lib.paju.go.kr/srlib,매주 월요일,9:00,18:00,9:00,18:00,9:00,18:00,14835,7,14,46
광탄도서관,경기도 파주시 광탄면 심궁로 23,37.7767963,126.8573235,031-940-5828,https://lib.paju.go.kr/gtlib,매주 월요일,9:00,20:00,9:00,18:00,9:00,18:00,29544,7,14,250
무지개작은도서관,경기도 파주시 새꽃로 193 금촌역사내 1층,37.7655274,126.7742042,031-941-2958,https://lib.paju.go.kr/jalib/menu/10013/contents/40006/contents.do,매주 월요일,10:00,19:00,9:00,18:00,9:00,18:00,9520,5,14,26
금곡작은도서관,경기도 파주시 법원읍 술이홀로 1315,37.8849735,126.8777839,031-959-9506,https://lib.paju.go.kr/jalib/menu/10013/contents/40006/contents.do,매주 일+월요일,10:00,17:00,10:00,17:00,10:00,17:00,8830,5,14,90
지혜의샘터,광주광역시 서구 풍암중앙로 86번길 2,35.12617723,126.883264,062-373-0136,,일+국가지정 공휴일,11:00,21:00,11:00,21:00,11:00,21:00,2300,2,7,20
지혜의쉼터작은도서관,광주광역시 서구 화운로 24 (화정동) 유니버시아드 힐스테이트 3단지,35.14250727,126.8865353,070-4223-1173,,일+국가지정 공휴일,9:30,18:00,9:30,18:00,0:00,0:00,9000,3,7,60
책더하기사랑작은도서관,광주광역시 서구 상무대로 980,35.1502428,126.8684904,062-380-2210,,일+국가지정 공휴일,9:00,18:00,9:00,18:00,9:00,18:00,17000,0,0,12
