불광천 응암 공중화장실,서울특별시 은평구 응암동 122-20(천),37.59633917,126.9154699,24시간,장애인화장실+남자화장실+여자화장실,여자화장실
푸르네 식자재마트 화장실,서울특별시 은평구 응암로 165 (응암동),37.58698999,126.9159168,24시간,없음,없음
롯데리아 응암오거리점 개방화장실,서울특별시 은평구 응암로 177,37.58790373,126.9163618,24시간,없음,없음
MG 새마을금고 화장실,"서울특별시 은평구 응암로 178-1 (응암동, e푸른새마을금고)",37.58786299,126.9169697,24시간,없음,없음
남창빌딩,서울특별시 은평구 응암로 193,37.58926614,126.9167679,24시간,없음,없음
국민은행 이용고객 전용화장실,"서울특별시 은평구 응암로 197 (응암동, 국민은행)",37.58962577,126.9168225,24시간,없음,없음
우리은행 고객 전용화장실,"서울특별시 은평구 응암로 239 (응암동, 우리은행)",37.59335115,126.9176642,24시간,없음,없음
경우회관 개방화장실,서울특별시 은평구 응암로 357,37.6031213,126.922294,24시간,없음,없음
할머니추어탕 은평점 화장실,서울특별시 은평구 응암로 361 (녹번동),37.60335348,126.9222918,24시간,없음,없음
진흥빌딩 화장실,"서울특별시 은평구 진흥로 160 (녹번동, 진흥빌딩)",37.60874089,126.9274367,24시간,없음,없음
어린이도서관 화장실,서울특별시 은평구 진흥로 174 (녹번동),37.60828182,126.9285932,24시간,없음,없음
세미빌딩 화장실,서울특별시 은평구 진흥로 180 (녹번동),37.60819204,126.9295661,24시간,없음,없음
서울병원 개방화장실,"서울특별시 은평구 진흥로 191 (대조동, 서울특별시병원)",37.60883081,126.9307397,24시간,없음,없음
역마을어린이공원 공중화장실,서울특별시 은평구 진흥로1길 9,37.60118317,126.9186751,24시간,장애인화장실+남자화장실+여자화장실,남자화장실+여자화장실
대림아파트상가 화장실,"서울특별시 은평구 통일로 586 (녹번동, 대림아파트)",37.59964368,126.9375026,24시간,없음,없음
메카오피스텔 화장실,"서울특별시 은평구 통일로 633 (녹번동, 녹번동오피스텔)",37.60319158,126.9346514,24시간,없음,없음
서웅빌딩 화장실,서울특별시 은평구 통일로 655 (녹번동),37.60508467,126.9342,24시간,없음,없음
북한산 한식부페 화장실,서울특별시 은평구 통일로 677 (녹번동),37.60682219,126.932851,24시간,없음,없음
장미약수 공중화장실,서울특별시 은평구 통일로 684,37.60940705,126.9349539,24시간,장애인화장실+남자화장실+여자화장실,여자화장실
기아자동차 은평지점 화장실,서울특별시 은평구 통일로 687 (녹번동),37.6075379,126.9321532,24시간,없음,없음
대조파출소 화장실,서울특별시 은평구 통일로 737,37.61114639,126.9289844,24시간,없음,없음
롯데리아 불광점 개방화장실,"서울특별시 은평구 통일로 741 (대조동, 이연빌딩)",37.61142682,126.9286116,24시간,없음,없음
엔저리너스 불광역점,서울특별시 은평구 통일로 741 신흥빌딩,37.61142682,126.9286116,24시간,없음,없음
파레제페빌딩,서울특별시 은평구 통일로 830,37.61782004,126.9227267,24시간,없음,없음
청구성심병원 개방화장실,"서울특별시 은평구 통일로 873 (갈현동, 청구성심병원)",37.6207901,126.9195527,24시간,없음,없음
녹번역 화장실,"서울특별시 은평구 통일로 지하 602-1 (녹번동, 지하철3호선 녹번역)",37.60074218,126.9360194,24시간,장애인화장실+여자화장실,여자화장실
올레플라자 은평점,서울특별시 은평구 통일로71길 16 1층,37.61344879,126.9260762,24시간,없음,없음
은평구 선거관리위원회 화장실,서울특별시 은평구 통일로71길 16 4층,37.61344879,126.9260762,24시간,없음,없음
국민건강보험 은평지사 화장실,서울특별시 은평구 통일로71길 16 국민건강보험 은평지사(대조동),37.61344879,126.9260762,24시간,없음,없음
대조동우체국 화장실,"서울특별시 은평구 통일로71길 20(대조동, 대조동우체국)",37.61287821,126.9266815,24시간,없음,없음
은평구립도서관 화장실,"서울특별시 은평구 통일로78가길 13-84 (불광동, 은평구립도서관)",37.61897852,126.9282719,24시간,없음,없음
참다래어린이공원,서울특별시 은평구 응암로25길 8,37.5952985,126.917337,24시간,남자화장실+여자화장실,없음
대림시장 개방화장실,"서울특별시 은평구 응암로4길 20 (응암동, 양지시장)",37.58653706,126.9175785,24시간,없음,없음
불광천 증산 공중화장실,서울특별시 은평구 증산동 177-24(천),37.5806723,126.9058648,24시간,장애인화장실+남자화장실+여자화장실,없음
우리들새마을금고 새절역지점 고객전용 화장실,서울특별시 은평구 증산로 387-1 (신사동),37.59098271,126.9132625,24시간,없음,없음
불광천 신응교 공중화장실,서울특별시 은평구 증산로 413,37.59314092,126.9138467,24시간,장애인화장실+남자화장실+여자화장실,없음
새절역 화장실,"서울특별시 은평구 증산로 지하 400 (신사동, 6호선 새절역사무소)",37.59182705,126.913912,24시간,장애인화장실+남자화장실+여자화장실,남자화장실+여자화장실
응암역 화장실,"서울특별시 은평구 증산로 지하 477 (역촌동, 6호선 응암역사무소)",37.59874233,126.9155128,24시간,장애인화장실+여자화장실,남자화장실+여자화장실
분토골어린이공원 공중화장실,서울특별시 은평구 증산로11길 5,37.58683351,126.9118764,24시간,장애인화장실+남자화장실+여자화장실,여자화장실
신사2동주민센터 공중화장실,"서울특별시 은평구 증산로15길 47 (신사동, 신사2동 복합청사)",37.59025708,126.9080583,7:00~19:00,없음,남자화장실+여자화장실
신흥어린이공원 공중화장실,서울특별시 은평구 증산로21길 25,37.59594701,126.9119464,24시간,장애인화장실+남자화장실+여자화장실,여자화장실
증산종합시장 개방화장실,서울특별시 은평구 증산로3길 12,37.58146885,126.9050616,24시간,없음,없음
시루뫼어린이공원 공중화장실,서울특별시 은평구 증산로5길 13,37.58303364,126.9065733,24시간,장애인화장실+남자화장실+여자화장실,여자화장실
증산정보도서관 화장실,"서울특별시 은평구 증산로5길 6 (증산동, 구립증산정보도서관)",37.58280944,126.9076713,24시간,없음,남자화장실+여자화장실
서부동산교회 개방화장실,"서울특별시 은평구 증산서길 53-9 (증산동, 서부동산교회)",37.5817725,126.9044101,24시간,없음,없음
은평구민체육센터,서울특별시 은평구 진관1로 40,37.63044073,126.9235813,6:00~22:00,여자화장실,여자화장실
은평구립축구장,서울특별시 은평구 진관1로 40,37.63044073,126.9235813,6:00~22:00,여자화장실,여자화장실
은평다목적체육관,서울특별시 은평구 진관1로 40,37.63044073,126.9235813,6:00~22:00,여자화장실,여자화장실
갈현근린공원 공중화장실,서울특별시 은평구 진관1로 82,37.63082346,126.9278751,24시간,장애인화장실+남자화장실+여자화장실,여자화장실
은평뉴타운도서관 화장실,"서울특별시 은평구 진관2로 111-51 (진관동, 구립은평뉴타운 도서관)",37.63723157,126.9331176,24시간,없음,남자화장실+여자화장실
구파발역환승센터 화장실,"서울특별시 은평구 진관2로 15-40 (진관동, 구파발역복합환승센터)",37.63808461,126.9191412,24시간,장애인화장실+남자화장실+여자화장실,없음
진관동주민센터 화장실,"서울특별시 은평구 진관2로 31 (진관동, 진관동주민센터)",37.63501732,126.9210378,9:00~18:00,없음,없음
구파발역 화장실,"서울특별시 은평구 진관2로 지하 15-25 (진관동, 3호선 구파발역사무소)",37.63684179,126.9187454,24시간,장애인화장실+여자화장실,남자화장실+여자화장실
상림마을작은도서관 화장실,서울특별시 은평구 진관4로 48-25 (진관동),37.64421689,126.928943,24시간,장애인화장실+남자화장실+여자화장실,없음
진관사입구 공중화장실,서울특별시 은평구 진관길 39,37.64118472,126.9428673,24시간,장애인화장실+남자화장실+여자화장실,여자화장실
은혜산부인과의원 화장실,서울특별시 은평구 진흥로 133,37.60816103,126.9248784,24시간,없음,없음
청기와감자탕 화장실,서울특별시 은평구 진흥로 148 (녹번동),37.60844389,126.9263669,24시간,없음,없음
구현초마을마당 공중화장실,서울특별시 은평구 갈현로15길 27-1,37.60788186,126.9070928,24시간,남자화장실+여자화장실,여자화장실
구립응암정보도서관,서울특별시 은평구 가좌로 7길 15,37.58596602,126.9196809,24시간,없음,없음
서울중앙교회 개방화장실,"서울특별시 은평구 가좌로7다길 11 (응암동, 서울특별시중앙교회)",37.58494199,126.9184261,24시간,없음,없음
은평장례식장 개방화장실,서울특별시 은평구 통일로 935 (갈현동),37.62650919,126.9195228,24시간,없음,없음
세광교회 개방화장실,서울특별시 은평구 갈현로 192,37.61472268,126.9129596,24시간,없음,없음
연신내지구대 화장실,"서울특별시 은평구 갈현로 195 (갈현동, 연신내지구대)",37.61521272,126.9127089,24시간,없음,없음
갈현1동 주민센터,"서울특별시 은평구 갈현로 301 (갈현동, 갈현1동청사및문화의집)",37.62368848,126.9166888,24시간,없음,없음
역촌동 119치안센터 공중화장실,"서울특별시 은평구 갈현로 80 (역촌동, 역촌119안전센터)",37.60499073,126.9106696,9:00~18:00,없음,없음
그린빌딩,"서울특별시 은평구 갈현로 81 (역촌동, 그린빌딩)",37.60530851,126.9103044,24시간,없음,없음
역말어린이공원 공중화장실,서울특별시 은평구 갈현로14길 32,37.60691673,126.9142524,24시간,장애인화장실+남자화장실+여자화장실,여자화장실
구산동주민센터 화장실,"서울특별시 은평구 갈현로17길 10 (구산동, 구산동청사및주민자치센터)",37.61175584,126.9103541,24시간,없음,없음
좌월어린이공원,서울특별시 은평구 갈현로25길 11-8,37.61709427,126.9132248,24시간,장애인화장실+남자화장실+여자화장실,여자화장실
서갈현어린이공원,서울특별시 은평구 갈현로35길 12-8,37.62137469,126.9157238,24시간,장애인화장실+남자화장실+여자화장실,여자화장실
갈곡리어린이공원,"서울특별시 은평구 갈현로41길 3 (갈현동, 연신내지구대)",37.62388882,126.91663,24시간,장애인화장실+남자화장실+여자화장실,여자화장실
아이꿈터 화장실,서울특별시 은평구 녹번로 4 (녹번동),37.60273922,126.9268647,24시간,없음,없음
서울도시가스 강북지사 화장실,서울특별시 은평구 녹번로 76,37.60708652,126.9323425,24시간,없음,없음
녹번서근린공원 공중화장실,서울특별시 은평구 녹번로19,37.60405076,126.9275411,24시간,장애인화장실+남자화장실+여자화장실,없음
응암1동 주민센터 화장실,"서울특별시 은평구 백련산로 179 (응암동, 응암제1동주민센터)",37.6006967,126.9267462,9:00~18:00,없음,없음
백련근린공원 공중화장실,서울특별시 은평구 백련산로4길 26,37.59429188,126.9265439,24시간,장애인화장실+남자화장실+여자화장실,여자화장실
연서시장 개방화장실,"서울특별시 은평구 통일로 850, 연서시장 (불광동)",37.61932033,126.921445,24시간,없음,없음
엔씨백화점 불광점,서울특별시 은평구 불광로 20,37.60973577,126.9289385,24시간,없음,없음
독바위역 화장실,"서울특별시 은평구 불광로 지하 129-1 (불광동, 6호선 독바위역사무소)",37.61839888,126.9328101,24시간,장애인화장실+여자화장실,남자화장실+여자화장실
불광사입구시범 공중화장실,서울특별시 은평구 불광로18길 43 (불광동),37.62299689,126.9358798,24시간,장애인화장실+남자화장실+여자화장실,여자화장실
응암제3동 주민센터 화장실,"서울특별시 은평구 불광천길 410-17 (응암동, 응암제3동주민센터)",37.59222993,126.9157173,24시간,없음,없음
응암공영주차장 개방화장실,서울특별시 은평구 불광천길 436,37.5934718,126.9153827,24시간,없음,없음
애필리움아파트 상가 개방화장실,"서울특별시 은평구 불광천길 536 (응암동, 애필리움)",37.5979126,126.916391,24시간,없음,없음
메디칼 빌딩 화장실,서울특별시 은평구 서오릉로 134,37.61101258,126.9181212,24시간,없음,없음
박석어린이공원,서울특별시 은평구 통일로89길 18-14,37.62508443,126.9184396,24시간,없음,없음
구산동마을공원 공중화장실,서울특별시 은평구 구산동 340-1,37.61456755,126.9083507,24시간,여자화장실,없음
응암제2동주민센터 화장실,서울특별시 은평구 백련산로 100,37.59458158,126.9230685,24시간,없음,없음
코끼리 주유소 화장실,서울특별시 은평구 서오릉로 41,37.60439609,126.924214,24시간,없음,없음
타이거주유소 화장실,서울특별시 은평구 수색로 188,37.57855212,126.9020341,24시간,없음,없음
수색뉴타운주유소 화장실,서울특별시 은평구 수색로 350,37.58722687,126.8875641,06:00-23:30,없음,없음
구립 구산동도서관마을,"서울특별시 은평구 연서로13길 29-23, 구산동도서관마을 (구산동)",37.61017852,126.9126892,24시간,없음,없음
대조동주민센터 화장실,"서울특별시 은평구 연서로20길 24-3, 대조동주민센터 (대조동)",37.61405824,126.9204257,24시간,없음,없음
새락골어린이공원 공중화장실,서울특별시 은평구 은평로3가길 34 (신사동),37.59895477,126.9113251,24시간,여자화장실,없음
매바위공동주차장 화장실,"서울특별시 은평구 가좌로5길 16, 매바위공영주차장 (응암동)",37.58650905,126.9210145,24시간,없음,없음
불광1동주민센터 화장실,"서울특별시 은평구 진흥로15길 10, 불광1동주민센터 (불광동)",37.61035273,126.9320881,9:00~18:00,없음,없음
수색공영주차장 화장실,서울특별시 은평구 수색로12길 2 (수색동),37.58048914,126.8990075,24시간,남자화장실+여자화장실,없음
불광지구대 화장실,"서울특별시 은평구 연서로 290, 불광지구대 (불광동)",37.62141835,126.9265814,24시간,장애인화장실+남자화장실+여자화장실,없음
은평경찰서 화장실,"서울특별시 은평구 연서로 365, 은평경찰서 (불광동)",37.62781395,126.9291555,24시간,장애인화장실+남자화장실+여자화장실,없음
불광2동주민센터 화장실,"서울특별시 은평구 연서로 282, 국민은행연서점 (불광동)",37.62085217,126.9257195,24시간,장애인화장실,없음
연신내지구대 구산치안센터,"서울특별시 은평구 갈현로 151, 구산치안센터 (구산동)",37.6115011,126.9111495,24시간,없음,없음
대조어린이공원 공중화장실,서울특별시 은평구 연서로22길 9-30 (대조동),37.61537076,126.9195726,24시간,장애인화장실+여자화장실,없음
수색동 재활용 집하시설 화장실,"서울특별시 은평구 수색로24길 16, 수색동재활용집하시설 (수색동)",37.59135499,126.8842557,24시간,없음,없음
은평 공영차고지 화장실,"서울특별시 은평구 수색로24길 19, 시내버스 공영차고지 (수색동)",37.59250535,126.8862717,24시간,없음,없음
(주)매트로백화점 화장실,"서울특별시 은평구 통일로 856, 메트로타워 (불광동)",37.61962267,126.9215229,24시간,없음,없음
서울기록원 2층 화장실,"서울특별시 은평구 통일로62길 7, 서울기록원 (녹번동)",37.60722537,126.9344312,10:00~17:00,장애인화장실+여자화장실,없음
연신내역(3),"서울특별시 은평구 통일로 지하849, 3,6호선 연신내역사무소 (갈현동)",37.618962,126.9211621,5:00~24:00,여자화장실,남자화장실+여자화장실
불광역(6),"서울특별시 은평구 통일로 지하723-1, 3,6호선 불광역사무소 (대조동)",37.61020726,126.9299858,5:00~24:00,장애인화장실+여자화장실,남자화장실+여자화장실
연신내역(6),"서울특별시 은평구 통일로 지하849, 3,6호선 연신내역사무소 (갈현동)",37.618962,126.9211621,5:00~24:00,장애인화장실+여자화장실,남자화장실+여자화장실
증산역(6),"서울특별시 은평구 증산로 지하306, 6호선 증산역사무소 (증산동)",37.58419548,126.9100576,5:00~24:00,장애인화장실+남자화장실+여자화장실,남자화장실+여자화장실
한화생명빌딩,서울특별시 은평구 통일로 742(불광동),37.61182912,126.9293646,6:00~19:30,없음,없음
은평솔하임,서울특별시 은평구 통일로 1080(진관동),37.63923423,126.9175304,24시간,없음,없음
상왕십리역(2),서울특별시 성동구 하왕십리동 946-14 상왕십리역,37.56397414,127.0298085,24시간,없음,없음
왕십리역(2),서울특별시 성동구 행당동 192 왕십리역(2호선),37.56122174,127.0366554,24시간,없음,없음
한양대역(2),서울특별시 성동구 행당동 산17 17 한양대역,37.55557788,127.0435845,24시간,없음,없음
뚝섬역(2),서울특별시 성동구 성수동1가 656-745 뚝섬역,37.54718822,127.0473652,24시간,없음,없음
성수역(2),서울특별시 성동구 성수동2가 300-1 성수역,37.54468253,127.0569828,24시간,없음,없음
신답역(2),서울특별시 성동구 용답동 129-2 신답역,37.57069554,127.0454381,24시간,없음,없음
용답역(2),서울특별시 성동구 용답동 127 용답역,37.56543649,127.0544551,24시간,없음,없음
금호역(3),서울특별시 성동구 금호동4가 1470 금호역,37.54811252,127.0158938,24시간,없음,없음
옥수역(3),서울특별시 성동구 옥수동 168-1 옥수역,37.53992009,127.017224,24시간,없음,없음
신금호역(5),서울특별시 성동구 금호동2가 223-1 신금호역,37.55482186,127.0196723,24시간,없음,없음
행당역(5),서울특별시 성동구 행당동 317-241 행당역,37.55727844,127.029232,24시간,없음,없음
답십리역(5),서울특별시 성동구 용답동 99 답십리역,37.56644583,127.053181,24시간,없음,없음
서울시설공단 청사 1층화장실,서울 성동구 청계천로 540,37.57161266,127.036048,"06~20시, 장애인 혼용",장애인화장실+여자화장실,여자화장실
청계천 1호 화장실,서울 성동구 마장동 767-4,37.56859945,127.0452384,24시간,없음,없음
청계천 3호 화장실,서울 성동구 사근동 235-12,37.56177819,127.0495069,24시간,없음,없음
청계천 4호 화장실,서울 성동구 마장동 610-13,37.57207664,127.0387188,24시간,없음,없음
금호주유소,"서울특별시 성동구 금호로 39, 금호주유소 (금호동4가)",37.547041,127.0250322,06~23시,없음,없음
이마트성수점,"서울특별시 성동구 뚝섬로 377, 이마트 본사 (성수동2가)",37.54002085,127.0529082,09~21,없음,없음
성동구립무지개도서관,"서울특별시 성동구 고산자로 270, 성동구청 (행당동)",37.56342251,127.036965,10~23,없음,없음
성동구립금호도서관,"서울특별시 성동구 난계로 20, 금호작은도서관 (금호동1가)",37.55412873,127.0248936,07~24,없음,없음
대현산체육관,"서울특별시 성동구 독서당로63길 44, 대현산체육관 (행당동)",37.55396399,127.0300922,06~22,없음,없음
성동구립성수도서관,"서울특별시 성동구 뚝섬로1길 43, 성수문화복지회관 (성수동1가)",37.54542883,127.0469481,07~24시,없음,없음
성동구립청계도서관,서울특별시 성동구 마장로 141 (상왕십리동),37.56787474,127.0255294,07~24시,없음,없음
마장국민체육센터,"서울특별시 성동구 마조로11길 6, 마장국민체육센터 (마장동)",37.56213021,127.04079,06~22시,없음,없음
열림금호교육문화관,"서울특별시 성동구 무수막길 69, 금호초등학교 (금호동2가)",37.55189794,127.0207529,06~22,없음,없음
성동구민종합체육센터,"서울특별시 성동구 왕십리로 89, 성동구민종합체육쎈터 (성수동1가)",37.54584153,127.044028,06~22시,없음,없음
성동구립용답도서관,"서울특별시 성동구 용답중앙3길 10, 성동구립용답도서관 (용답동)",37.56669993,127.0513042,06~22시,없음,없음
금호공원체육관,"서울특별시 성동구 장터1길 20, 금호공원 체육관 (금호동3가)",37.54940414,127.0186929,06~22시,없음,없음
성동구의회,"서울특별시 성동구 고산자로 266, 성동구의회 (행당동)",37.5628287,127.0368454,09~18,없음,없음
성동구청사,"서울특별시 성동구 고산자로 270, 성동구청 (행당동)",37.56342251,127.036965,09~18,여자화장실,없음
성동종합행정마을 옥외화장실,"서울특별시 성동구 고산자로 270, 성동구청 (행당동)",37.56342251,127.036965,24시간,없음,없음
성동광진교육지원청,"서울특별시 성동구 고산자로 280, 성동광진교육지원청 (행당동)",37.56400914,127.0366883,09~18,없음,없음
마장기사식당앞,서울특별시 성동구 마장로42길 25(마장동),37.56572116,127.0465536,24시간,여자화장실,없음
성동구립도서관,"서울특별시 성동구 고산자로10길 9, 성동문화정보센터 (행당동)",37.55917988,127.0349607,07~24,없음,없음
미타사,"서울특별시 성동구 독서당로40길 21, 미타사 (옥수동)",37.54360941,127.0172305,24시간,없음,없음
성동구 금호분소,"서울특별시 성동구 행당로 12, 성동구보건소 금호분소 (금호동1가)",37.55448433,127.0213717,09~18시,여자화장실,없음
나래타워,서울특별시 성동구 고산자로 234 (행당동),37.56052651,127.0352654,05~22시,없음,없음
독서당인문아카데미센터,"서울특별시 성동구 금호로 30, 독서당 인문아카데미센터 (금호동4가)",37.54615986,127.0253043,09~21시,없음,없음
응봉대림1차 노변상가,"서울특별시 성동구 독서당로 398, 노선상가 (응봉동)",37.55080155,127.032229,24시간,없음,없음
옥수주유소,서울특별시 성동구 독서당로 168 (옥수동),37.54084963,127.0113829,24시간,없음,없음
이영빌딩,서울특별시 성동구 동일로 41 (성수동2가),37.53693286,127.0605776,24시간,없음,없음
송정동주민센터,"서울특별시 성동구 동일로43길 13, 송정동주민센터 (송정동)",37.55453307,127.0695685,09~18시,없음,없음
성동현대주유소,"서울특별시 성동구 마장로 311, 신원주유소 (마장동)",37.56701689,127.0437206,05~24시간,없음,없음
성수1가제2동주민센터,"서울특별시 성동구 상원6나길 22-7, 성수1가주민센터 (성수동1가)",37.54776232,127.0500471,09~18시,없음,없음
서울숲코오롱디지털타워,"서울특별시 성동구 성수일로4길 25, 서울숲코오롱디지털타워 (성수동2가)",37.54250501,127.0518658,24시간,없음,없음
도루코주유소,"서울특별시 성동구 아차산로 180, 도루코주유소 (성수동2가)",37.54202743,127.0634234,24시간,없음,없음
리빠똥호프,"서울특별시 성동구 왕십리로 357, 목치과 (하왕십리동)",37.56382871,127.0302158,24시간,없음,없음
장안빌딩,"서울특별시 성동구 천호대로 320, 장안빌딩 (용답동)",37.56440634,127.0551312,24시간,없음,없음
엔터식스 왕십리점,"서울특별시 성동구 왕십리광장로 17, 왕십리민자역사 (행당동)",37.56144175,127.0383942,10~21시,없음,없음
이마트 왕십리점,"서울특별시 성동구 왕십리광장로 17, 왕십리민자역사 (행당동)",37.56144175,127.0383942,10~21시,없음,없음
엔터식스 한양대점,"서울특별시 성동구 왕십리로 241 (행당동, 서울숲 더샵)",37.55715433,127.040105,10~21시,없음,없음
응봉역,"서울특별시 성동구 고산자로 123, 응봉역 (응봉동)",37.55044823,127.0349279,05~24시,없음,없음
동부가스충전소,서울특별시 성동구 광나루로 200 (성수동2가),37.55045851,127.0524366,08~23시,없음,없음
서울연세병원,서울특별시 성동구 왕십리로 296 (행당동),37.56064021,127.0361477,07~21시,없음,없음
우인빌딩,서울특별시 성동구 왕십리로 339 (하왕십리동),37.56290767,127.0320852,06~24시,없음,없음
시온요양병원,"서울특별시 성동구 자동차시장1길 85, JS 빌딩 (용답동)",37.56053772,127.0671486,07~21시,없음,없음
행당2동주민센터,"서울특별시 성동구 행당로9길 9, 행당제2동주민센터 (행당동)",37.55822103,127.0293498,09~18,없음,없음
신세계오피스텔,"서울특별시 성동구 행당로 6, 신세계오피스텔 (금호동1가)",37.55447642,127.0207462,08~22시,없음,없음
옥수종합사회복지관,"서울특별시 성동구 한림말길 16-5, 옥수사회복지관 (옥수동)",37.54046702,127.0127563,09~18시,없음,없음
